"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"311","4977","good.charlotte","sum.41","nickelback","flyleaf","hoobastank","paramore","bullet.for.my.valentine","the.used","afi","him"
"312","4997","crystal.castles","nouvelle.vague","moby","morcheeba","portishead","razorlight","air","thievery.corporation","the.strokes","editors"
"313","5018","justin.timberlake","the.pussycat.dolls","leona.lewis","cascada","justice","atb","lady.gaga","the.chemical.brothers","jay.z","beyonce"
"314","5031","katy.perry","beyonce","christina.aguilera","black.eyed.peas","pink","leona.lewis","cascada","nelly.furtado","maria.mena","scooter"
"315","5059","hoobastank","papa.roach","incubus","guano.apes","the.white.stripes","sum.41","good.charlotte","farin.urlaub","nirvana","die.toten.hosen"
"316","5069","oasis","the.white.stripes","bob.dylan","muse","razorlight","kaiser.chiefs","franz.ferdinand","the.fratellis","beatsteaks","jimi.hendrix"
"317","5075","groove.coverage","apocalyptica","scooter","godsmack","the.streets","hammerfall","slipknot","papa.roach","the.white.stripes","mando.diao"
"318","5077","the.offspring","afi","enter.shikari","rise.against","nirvana","fall.out.boy","incubus","anti.flag","die.toten.hosen","bad.religion"
"319","5089","jamiroquai","cocorosie","portishead","cat.power","bjork","tegan.and.sara","beastie.boys","morcheeba","the.notwist","beck"
"320","5100","lenny.kravitz","lily.allen","justin.timberlake","the.wombats","bloc.party","travis","david.guetta","keane","rihanna","eminem"
"321","5155","the.doors","johnny.cash","genesis","deep.purple","bruce.springsteen","r.e.m.","bob.dylan","abba","eric.clapton","black.sabbath"
"322","5200","nofx","lily.allen","bad.religion","misfits","afi","placebo","nickelback","jimmy.eat.world","rammstein","seeed"
"323","5216","james.blunt","abba","robbie.williams","elvis.presley","black.eyed.peas","queen","jamiroquai","eric.clapton","a.perfect.circle","ac.dc"
"324","5227","tom.waits","the.rolling.stones","bob.dylan","adam.green","the.cure","travis","elliott.smith","the.doors","johnny.cash","the.fratellis"
"325","5246","dropkick.murphys","flogging.molly","funeral.for.a.friend","rage.against.the.machine","hoobastank","alexisonfire","billy.talent","enter.shikari","jimmy.eat.world","linkin.park"
"326","5257","kaiser.chiefs","blur","bloc.party","mando.diao","the.white.stripes","kings.of.leon","the.fratellis","death.cab.for.cutie","the.postal.service","the.decemberists"
"327","5262","sum.41","limp.bizkit","paramore","hoobastank","three.days.grace","good.charlotte","lostprophets","flyleaf","bloodhound.gang","green.day"
"328","5268","green.day","gorillaz","queens.of.the.stone.age","the.postal.service","kaiser.chiefs","bloc.party","snow.patrol","limp.bizkit","flyleaf","placebo"
"329","5279","bob.marley","gorillaz","guns.n.roses","the.offspring","pink.floyd","bloodhound.gang","rage.against.the.machine","millencolin","howard.shore","gentleman"
"330","5302","britney.spears","duffy","maria.mena","justin.timberlake","cascada","mika","david.guetta","timbaland","norah.jones","evanescence"
"331","5306","rihanna","katy.perry","britney.spears","the.pussycat.dolls","black.eyed.peas","madonna","scooter","lenny.kravitz","mika","atb"
"332","5309","eminem","lenny.kravitz","rihanna","nelly.furtado","deichkind","alicia.keys","the.streets","james.blunt","faithless","moby"
"333","5312","bob.marley...the.wailers","jimi.hendrix","kanye.west","the.doors","the.clash","the.libertines","gentleman","the.streets","blur","dire.straits"
"334","5331","bring.me.the.horizon","all.that.remains","heaven.shall.burn","hatebreed","as.i.lay.dying","caliban","a.perfect.circle","abba","ac.dc","adam.green"
"335","5495","muse","jack.johnson","the.killers","arctic.monkeys","clueso","oasis","hoobastank","breaking.benjamin","razorlight","billy.talent"
"336","5508","green.day","paramore","millencolin","red.hot.chili.peppers","foo.fighters","die.toten.hosen","the.hives","incubus","serj.tankian","afi"
"337","5544","nightwish","marilyn.manson","apocalyptica","schandmaul","guns.n.roses","blind.guardian","pink","black.sabbath","ac.dc","die.apokalyptischen.reiter"
"338","5561","misfits","dropkick.murphys","afi","alexisonfire","farin.urlaub","rage.against.the.machine","flogging.molly","digitalism","marilyn.manson","the.chemical.brothers"
"339","5574","subway.to.sally","lacuna.coil","him","apocalyptica","rammstein","flogging.molly","blind.guardian","korpiklaani","howard.shore","oomph."
"340","5590","placebo","godsmack","queens.of.the.stone.age","kaiser.chiefs","bullet.for.my.valentine","the.hives","jack.johnson","audioslave","nirvana","the.streets"
"341","5592","genesis","bob.dylan","bob.marley...the.wailers","dire.straits","elvis.presley","jimi.hendrix","ramones","the.doors","the.strokes","audioslave"
"342","5628","the.offspring","system.of.a.down","lacuna.coil","in.extremo","papa.roach","flyleaf","black.sabbath","green.day","audioslave","subway.to.sally"
"343","5637","die.toten.hosen","limp.bizkit","flyleaf","hans.zimmer","farin.urlaub","guano.apes","rage.against.the.machine","the.offspring","panic.at.the.disco","manowar"
"344","5640","led.zeppelin","dire.straits","pearl.jam","the.beatles","black.sabbath","pink.floyd","guano.apes","the.rolling.stones","red.hot.chili.peppers","iron.maiden"
"345","5645","atb","bloodhound.gang","katy.perry","red.hot.chili.peppers","good.charlotte","britney.spears","panic.at.the.disco","leona.lewis","die.toten.hosen","blink.182"
"346","5652","tom.waits","gentleman","justice","bob.marley...the.wailers","clueso","daft.punk","elvis.presley","digitalism","david.guetta","pearl.jam"
"347","5654","the.smiths","cat.power","the.shins","tegan.and.sara","the.decemberists","sufjan.stevens","regina.spektor","kings.of.convenience","mogwai","modest.mouse"
"348","5659","mogwai","cat.power","interpol","modest.mouse","tom.waits","the.notwist","eels","arcade.fire","regina.spektor","nouvelle.vague"
"349","5660","flyleaf","the.kooks","the.white.stripes","good.charlotte","sum.41","kaiser.chiefs","the.wombats","foo.fighters","fall.out.boy","panic.at.the.disco"
"350","5672","red.hot.chili.peppers","elvis.presley","gentleman","hans.zimmer","beck","johnny.cash","frank.sinatra","james.morrison","simple.plan","franz.ferdinand"
"351","5679","millencolin","flogging.molly","rise.against","schandmaul","ramones","rammstein","the.white.stripes","nightwish","kaiser.chiefs","lacuna.coil"
"352","5695","incubus","foo.fighters","mando.diao","rage.against.the.machine","muse","the.kooks","bob.marley","the.offspring","placebo","oasis"
"353","5699","porcupine.tree","adam.green","beatsteaks","dimmu.borgir","placebo","millencolin","oasis","babyshambles","anti.flag","jimmy.eat.world"
"354","5712","the.cure","nine.inch.nails","the.doors","johnny.cash","bob.dylan","tom.waits","tori.amos","pink.floyd","the.rolling.stones","david.bowie"
"355","5763","mgmt","jose.gonzalez","arctic.monkeys","death.cab.for.cutie","hot.chip","nada.surf","cat.power","razorlight","kaiser.chiefs","justice"
"356","5788","moby","jason.mraz","morcheeba","thievery.corporation","portishead","jamiroquai","tegan.and.sara","goldfrapp","maria.mena","boards.of.canada"
"357","5797","nofx","bad.religion","millencolin","ramones","flogging.molly","afi","gentleman","farin.urlaub","green.day","justice"
"358","5832","kings.of.convenience","regina.spektor","the.smashing.pumpkins","cocorosie","guano.apes","queens.of.the.stone.age","red.hot.chili.peppers","incubus","beatsteaks","the.notwist"
"359","5862","sum.41","papa.roach","my.chemical.romance","him","hoobastank","three.days.grace","foo.fighters","good.charlotte","rise.against","breaking.benjamin"
"360","5879","peter.fox","ramones","bloodhound.gang","bad.religion","flogging.molly","nofx","nirvana","ac.dc","good.charlotte","dire.straits"
"361","5903","oomph.","jay.z","system.of.a.down","seether","him","david.guetta","genesis","eminem","nightwish","deftones"
"362","5916","the.killers","the.streets","bloc.party","the.fratellis","oasis","arctic.monkeys","editors","justice","david.bowie","the.postal.service"
"363","5952","guano.apes","papa.roach","eminem","flyleaf","cypress.hill","three.days.grace","a.perfect.circle","bob.marley...the.wailers","hoobastank","the.smashing.pumpkins"
"364","5953","jamiroquai","nouvelle.vague","massive.attack","morcheeba","thievery.corporation","goldfrapp","frank.sinatra","bjork","yann.tiersen","daft.punk"
"365","5959","stars","the.shins","the.decemberists","the.national","beck","interpol","boards.of.canada","jose.gonzalez","yann.tiersen","aphex.twin"
"366","5962","eels","katie.melua","amy.winehouse","johnny.cash","frank.sinatra","alicia.keys","manu.chao","bob.dylan","the.beatles","david.bowie"
"367","5976","red.hot.chili.peppers","david.bowie","genesis","jimi.hendrix","eric.clapton","flogging.molly","machine.head","bob.marley...the.wailers","johnny.cash","atreyu"
"368","5985","david.bowie","joy.division","the.rolling.stones","depeche.mode","tom.waits","eric.clapton","the.beatles","the.smiths","johnny.cash","bruce.springsteen"
"369","5988","black.eyed.peas","amy.macdonald","the.fray","britney.spears","pink","christina.aguilera","nelly.furtado","regina.spektor","katy.perry","jack.johnson"
"370","5990","coldplay","clueso","nirvana","the.fray","queens.of.the.stone.age","audioslave","aerosmith","farin.urlaub","the.white.stripes","gentleman"
"371","5995","three.days.grace","bullet.for.my.valentine","disturbed","flyleaf","seether","him","nickelback","staind","sum.41","good.charlotte"
"372","6010","justin.timberlake","jay.z","seeed","nickelback","placebo","lenny.kravitz","jimmy.eat.world","black.eyed.peas","the.pussycat.dolls","cascada"
"373","6016","bjork","thievery.corporation","jamiroquai","arcade.fire","massive.attack","goldfrapp","nada.surf","nouvelle.vague","radiohead","damien.rice"
"374","6019","howard.shore","queens.of.the.stone.age","incubus","beatsteaks","audioslave","guano.apes","the.white.stripes","muse","nirvana","coldplay"
"375","6034","ac.dc","peter.fox","system.of.a.down","marilyn.manson","farin.urlaub","black.sabbath","genesis","apocalyptica","morcheeba","gentleman"
"376","6039","keane","oasis","jason.mraz","lenny.kravitz","lily.allen","muse","duffy","norah.jones","tegan.and.sara","leona.lewis"
"377","6057","gentleman","bob.marley...the.wailers","deichkind","eminem","peter.fox","jay.z","timbaland","audioslave","pearl.jam","oasis"
"378","6086","incubus","gentleman","ac.dc","oasis","coldplay","nirvana","farin.urlaub","guns.n.roses","kanye.west","amy.winehouse"
"379","6088","panic.at.the.disco","lacuna.coil","flyleaf","equilibrium","ensiferum","nightwish","jimmy.eat.world","linkin.park","billy.talent","oomph."
"380","6093","manu.chao","eminem","hans.zimmer","jay.z","peter.fox","bob.marley...the.wailers","lenny.kravitz","genesis","gorillaz","alanis.morissette"
"381","6112","him","sonata.arctica","marilyn.manson","nightwish","hoobastank","avril.lavigne","linkin.park","three.days.grace","placebo","apocalyptica"
"382","6118","genesis","massive.attack","r.e.m.","led.zeppelin","bob.dylan","the.cure","jimi.hendrix","guns.n.roses","yann.tiersen","aphex.twin"
"383","6140","sum.41","parkway.drive","kate.nash","amy.macdonald","jimmy.eat.world","paramore","the.offspring","billy.talent","amy.winehouse","lostprophets"
"384","6151","r.e.m.","portishead","boards.of.canada","yann.tiersen","the.cure","tom.waits","aphex.twin","depeche.mode","air","the.notwist"
"385","6163","the.pussycat.dolls","justin.timberlake","duffy","jay.z","norah.jones","nelly.furtado","lenny.kravitz","david.guetta","amy.macdonald","pink"
"386","6166","panic.at.the.disco","oomph.","good.charlotte","evanescence","farin.urlaub","lily.allen","nickelback","blink.182","simple.plan","hans.zimmer"
"387","6197","limp.bizkit","arctic.monkeys","farin.urlaub","die.toten.hosen","kaiser.chiefs","queens.of.the.stone.age","mando.diao","system.of.a.down","guano.apes","pearl.jam"
"388","6214","lacuna.coil","manowar","tool","howard.shore","opeth","evanescence","rammstein","in.extremo","apocalyptica","him"
"389","6224","the.killers","the.hives","dredg","adam.green","mando.diao","the.subways","beatsteaks","the.strokes","babyshambles","coldplay"
"390","6237","digitalism","joy.division","kings.of.convenience","the.national","tegan.and.sara","damien.rice","justice","the.smiths","sufjan.stevens","david.bowie"
"391","6254","nada.surf","the.postal.service","the.national","afi","editors","bright.eyes","beirut","alexisonfire","the.used","underoath"
"392","6256","alexisonfire","lostprophets","hoobastank","flyleaf","silverstein","nickelback","the.used","bullet.for.my.valentine","bring.me.the.horizon","funeral.for.a.friend"
"393","6264","red.hot.chili.peppers","rage.against.the.machine","muse","ac.dc","the.white.stripes","r.e.m.","guns.n.roses","oasis","system.of.a.down","peter.fox"
"394","6275","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"395","6279","lenny.kravitz","damien.rice","tegan.and.sara","maria.mena","norah.jones","foo.fighters","peter.fox","the.wombats","justice","regina.spektor"
"396","6290","james.morrison","tegan.and.sara","travis","coldplay","the.wombats","kings.of.convenience","maria.mena","oasis","sufjan.stevens","norah.jones"
"397","6294","maria.mena","leona.lewis","panic.at.the.disco","pink","kelly.clarkson","james.morrison","simple.plan","britney.spears","dido","jason.mraz"
"398","6322","paramore","rammstein","evanescence","apocalyptica","sum.41","linkin.park","green.day","fall.out.boy","the.used","panic.at.the.disco"
"399","6333","blink.182","blind.guardian","lostprophets","simple.plan","manowar","hoobastank","james.blunt","billy.talent","fall.out.boy","abba"
"400","6341","lily.allen","maria.mena","james.morrison","amy.winehouse","keane","jason.mraz","leona.lewis","hans.zimmer","elvis.presley","a.perfect.circle"
"401","6350","flogging.molly","subway.to.sally","soilwork","in.extremo","misfits","millencolin","bad.religion","machine.head","hatebreed","equilibrium"
"402","6369","green.day","good.charlotte","millencolin","nirvana","flogging.molly","limp.bizkit","bloodhound.gang","anti.flag","jimmy.eat.world","rammstein"
"403","6390","justice","the.prodigy","beastie.boys","nouvelle.vague","aphex.twin","air","joy.division","thievery.corporation","the.notwist","morcheeba"
"404","6407","bob.marley...the.wailers","eric.clapton","bob.dylan","the.beatles","anti.flag","dire.straits","nofx","flogging.molly","tom.waits","david.bowie"
"405","6408","pink","christina.aguilera","black.eyed.peas","lady.gaga","katy.perry","nelly.furtado","justin.timberlake","kelly.clarkson","alicia.keys","leona.lewis"
"406","6411","schandmaul","rammstein","flogging.molly","apocalyptica","marilyn.manson","nightwish","blind.guardian","hammerfall","rob.zombie","lacuna.coil"
"407","6413","my.chemical.romance","the.killers","snow.patrol","foo.fighters","fall.out.boy","linkin.park","jack.johnson","incubus","clueso","keane"
"408","6425","snow.patrol","jose.gonzalez","moby","queens.of.the.stone.age","portishead","r.e.m.","keane","air","pearl.jam","foo.fighters"
"409","6435","abba","james.blunt","david.bowie","the.rolling.stones","johnny.cash","bruce.springsteen","gentleman","the.doors","red.hot.chili.peppers","frank.sinatra"
"410","6450","kings.of.leon","justice","hot.chip","the.fratellis","the.postal.service","arctic.monkeys","kaiser.chiefs","clueso","razorlight","oasis"
"411","6451","the.postal.service","placebo","dredg","the.national","the.shins","radiohead","coldplay","kings.of.leon","beirut","tool"
"412","6476","staind","rammstein","seether","bullet.for.my.valentine","metallica","oomph.","bloodhound.gang","rage.against.the.machine","farin.urlaub","guano.apes"
"413","6486","staind","oomph.","limp.bizkit","apocalyptica","sonata.arctica","system.of.a.down","him","three.days.grace","marilyn.manson","seether"
"414","6493","morcheeba","massive.attack","yann.tiersen","cat.power","tegan.and.sara","damien.rice","boards.of.canada","elliott.smith","the.smiths","goldfrapp"
"415","6515","hans.zimmer","howard.shore","evanescence","nickelback","apocalyptica","the.prodigy","him","die.toten.hosen","cascada","kanye.west"
"416","6528","good.charlotte","panic.at.the.disco","paramore","nickelback","billy.talent","lostprophets","the.offspring","die.toten.hosen","three.days.grace","bloodhound.gang"
"417","6593","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"418","6596","abba","timbaland","eminem","robbie.williams","dido","the.doors","johnny.cash","bob.dylan","tom.waits","mika"
"419","6628","kings.of.convenience","the.killers","kings.of.leon","beirut","damien.rice","the.subways","razorlight","modest.mouse","the.hives","arctic.monkeys"
"420","6648","timbaland","jay.z","justin.timberlake","david.guetta","nelly.furtado","britney.spears","the.pussycat.dolls","stone.sour","disturbed","beyonce"
"421","6674","dido","norah.jones","jason.mraz","abba","mika","aerosmith","the.fray","avril.lavigne","r.e.m.","pink"
"422","6736","evanescence","him","avril.lavigne","hans.zimmer","limp.bizkit","sonata.arctica","lacuna.coil","hoobastank","three.days.grace","the.prodigy"
"423","6737","bad.religion","millencolin","flogging.molly","misfits","afi","dropkick.murphys","nirvana","farin.urlaub","foo.fighters","green.day"
"424","6741","elvis.presley","tom.waits","bob.marley...the.wailers","michael.jackson","queen","madonna","robbie.williams","pearl.jam","the.beatles","the.rolling.stones"
"425","6743","u2","michael.jackson","mika","queen","duffy","james.blunt","pink.floyd","nelly.furtado","the.cure","bruce.springsteen"
"426","6774","eluveitie","amon.amarth","hammerfall","korpiklaani","trivium","dimmu.borgir","rob.zombie","children.of.bodom","caliban","as.i.lay.dying"
"427","6779","schandmaul","nightwish","rammstein","hammerfall","slipknot","tenacious.d","marilyn.manson","stone.sour","motorhead","serj.tankian"
"428","6793","jimi.hendrix","the.killers","the.doors","kings.of.leon","babyshambles","adam.green","the.streets","queens.of.the.stone.age","muse","snow.patrol"
"429","6808","queens.of.the.stone.age","ramones","the.hives","frank.sinatra","johnny.cash","nirvana","foo.fighters","arctic.monkeys","the.strokes","eels"
"430","6814","sonata.arctica","lacuna.coil","manowar","in.extremo","subway.to.sally","travis","justin.timberlake","u2","serj.tankian","rihanna"
"431","6819","breaking.benjamin","marilyn.manson","serj.tankian","nine.inch.nails","nickelback","dredg","lostprophets","staind","godsmack","schandmaul"
"432","6840","massive.attack","aphex.twin","bjork","goldfrapp","bob.marley","morcheeba","eminem","radiohead","manu.chao","gorillaz"
"433","6853","amy.macdonald","red.hot.chili.peppers","foo.fighters","james.morrison","simple.plan","moby","three.days.grace","gentleman","good.charlotte","hoobastank"
"434","6871","papa.roach","guano.apes","flyleaf","good.charlotte","three.days.grace","system.of.a.down","paramore","nirvana","anti.flag","die.toten.hosen"
"435","6888","rihanna","lenny.kravitz","black.eyed.peas","jason.mraz","timbaland","maria.mena","christina.aguilera","clueso","lady.gaga","nelly.furtado"
"436","6898","tom.waits","the.cure","david.bowie","bob.marley...the.wailers","hot.chip","serj.tankian","the.smiths","manowar","elvis.presley","metallica"
"437","6903","howard.shore","atb","rihanna","pink","the.chemical.brothers","seeed","nouvelle.vague","christina.aguilera","beyonce","katy.perry"
"438","6906","pink","justin.timberlake","britney.spears","kelly.clarkson","leona.lewis","black.eyed.peas","timbaland","lady.gaga","dido","alicia.keys"
"439","6920","the.shins","the.decemberists","jimi.hendrix","sufjan.stevens","beck","the.national","the.smiths","queens.of.the.stone.age","frank.sinatra","nada.surf"
"440","6939","joy.division","tom.waits","the.notwist","beck","cat.power","arcade.fire","yann.tiersen","the.decemberists","bjork","editors"
"441","6945","rammstein","serj.tankian","evanescence","schandmaul","in.extremo","apocalyptica","blind.guardian","korpiklaani","die.apokalyptischen.reiter","finntroll"
"442","6973","led.zeppelin","bob.dylan","eric.clapton","bob.marley...the.wailers","johnny.cash","genesis","dire.straits","daft.punk","elvis.presley","cypress.hill"
"443","6988","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"444","7005","britney.spears","lily.allen","nelly.furtado","beyonce","kelly.clarkson","alicia.keys","jason.mraz","madonna","norah.jones","lady.gaga"
"445","7012","kaiser.chiefs","placebo","coldplay","arctic.monkeys","the.killers","katie.melua","the.fray","eels","the.fratellis","queens.of.the.stone.age"
"446","7026","johnny.cash","beck","damien.rice","elliott.smith","the.notwist","david.bowie","manu.chao","the.rolling.stones","the.doors","the.decemberists"
"447","7044","black.sabbath","kreator","judas.priest","eluveitie","children.of.bodom","die.apokalyptischen.reiter","korpiklaani","subway.to.sally","apocalyptica","blind.guardian"
"448","7083","oasis","the.doors","johnny.cash","ac.dc","manu.chao","genesis","bob.marley","bob.dylan","tom.waits","jack.johnson"
"449","7092","james.morrison","lily.allen","the.hives","keane","kaiser.chiefs","oasis","the.wombats","the.subways","bloc.party","amy.winehouse"
"450","7099","manowar","dream.theater","apocalyptica","motorhead","black.sabbath","hammerfall","judas.priest","ac.dc","slayer","guns.n.roses"
"451","7137","heaven.shall.burn","limp.bizkit","as.i.lay.dying","flyleaf","caliban","bullet.for.my.valentine","audioslave","guano.apes","hatebreed","blink.182"
"452","7165","oomph.","subway.to.sally","rob.zombie","him","amon.amarth","ensiferum","equilibrium","sonata.arctica","korpiklaani","finntroll"
"453","7201","tool","manowar","volbeat","hammerfall","slayer","apocalyptica","dredg","motorhead","black.sabbath","judas.priest"
"454","7210","manowar","black.sabbath","slayer","metallica","sonata.arctica","subway.to.sally","in.extremo","hammerfall","ensiferum","deep.purple"
"455","7211","elvis.presley","evanescence","howard.shore","hans.zimmer","robbie.williams","sonata.arctica","genesis","lacuna.coil","guns.n.roses","james.blunt"
"456","7238","gentleman","gorillaz","nickelback","manu.chao","the.prodigy","jack.johnson","cypress.hill","katie.melua","frank.sinatra","die.toten.hosen"
"457","7246","eluveitie","die.apokalyptischen.reiter","dark.tranquillity","ensiferum","dimmu.borgir","children.of.bodom","finntroll","korpiklaani","nofx","the.clash"
"458","7249","children.of.bodom","korpiklaani","eluveitie","dark.tranquillity","arch.enemy","slayer","dimmu.borgir","volbeat","finntroll","marilyn.manson"
"459","7251","razorlight","beirut","the.decemberists","jack.johnson","elliott.smith","beck","nada.surf","bright.eyes","the.postal.service","oasis"
"460","7252","caliban","trivium","killswitch.engage","soilwork","bring.me.the.horizon","oomph.","disturbed","seether","godsmack","sonic.syndicate"
"461","7275","afi","linkin.park","sum.41","hoobastank","rage.against.the.machine","system.of.a.down","good.charlotte","die.toten.hosen","alexisonfire","anti.flag"
"462","7302","atb","the.pussycat.dolls","leona.lewis","christina.aguilera","pink","daft.punk","goldfrapp","black.eyed.peas","rihanna","bloodhound.gang"
"463","7377","thievery.corporation","massive.attack","nouvelle.vague","jamiroquai","faithless","the.fray","portishead","daft.punk","muse","limp.bizkit"
"464","7380","damien.rice","cocorosie","beirut","bright.eyes","modest.mouse","digitalism","mogwai","portishead","crystal.castles","razorlight"
"465","7392","kanye.west","three.days.grace","the.prodigy","nelly.furtado","evanescence","david.guetta","guano.apes","deichkind","serj.tankian","lenny.kravitz"
"466","7398","sufjan.stevens","boards.of.canada","jamiroquai","aphex.twin","bjork","mogwai","eels","radiohead","bright.eyes","stars"
"467","7410","elliott.smith","jose.gonzalez","bright.eyes","belle.and.sebastian","radiohead","beirut","the.postal.service","the.national","nada.surf","yann.tiersen"
"468","7418","coldplay","damien.rice","oasis","bob.marley...the.wailers","bruce.springsteen","r.e.m.","kate.nash","frank.sinatra","lily.allen","jason.mraz"
"469","7434","audioslave","bob.marley","pearl.jam","eminem","aerosmith","nirvana","black.sabbath","manu.chao","red.hot.chili.peppers","metallica"
"470","7453","panic.at.the.disco","sum.41","paramore","the.used","flyleaf","the.hives","system.of.a.down","avril.lavigne","the.subways","jimmy.eat.world"
"471","7458","babyshambles","slipknot","incubus","guano.apes","arch.enemy","motorhead","black.sabbath","the.hives","kreator","clueso"
"472","7481","farin.urlaub","the.offspring","blink.182","panic.at.the.disco","simple.plan","red.hot.chili.peppers","sum.41","hans.zimmer","limp.bizkit","rage.against.the.machine"
"473","7482","incubus","alanis.morissette","clueso","aerosmith","the.doors","bob.marley...the.wailers","the.rolling.stones","the.offspring","the.strokes","the.killers"
"474","7560","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"475","7569","panic.at.the.disco","lily.allen","good.charlotte","the.wombats","avril.lavigne","three.days.grace","sum.41","paramore","amy.winehouse","green.day"
"476","7576","mika","dido","nelly.furtado","katy.perry","avril.lavigne","michael.jackson","beyonce","robbie.williams","howard.shore","duffy"
"477","7585","dropkick.murphys","anti.flag","nofx","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air"
"478","7588","billy.talent","alexisonfire","nickelback","funeral.for.a.friend","lostprophets","hoobastank","limp.bizkit","breaking.benjamin","red.hot.chili.peppers","panic.at.the.disco"
"479","7593","goldfrapp","david.bowie","adam.green","portishead","thievery.corporation","tom.waits","depeche.mode","beastie.boys","morcheeba","frank.sinatra"
"480","7612","peter.fox","placebo","kaiser.chiefs","the.offspring","coldplay","mando.diao","arctic.monkeys","the.white.stripes","beatsteaks","rammstein"
"481","7651","timbaland","bob.marley...the.wailers","justin.timberlake","gentleman","the.chemical.brothers","bob.marley","the.streets","underoath","gorillaz","david.guetta"
"482","7712","timbaland","scooter","black.eyed.peas","beyonce","jay.z","nelly.furtado","katy.perry","britney.spears","kanye.west","cypress.hill"
"483","7735","ramones","keane","snow.patrol","james.blunt","travis","r.e.m.","jack.johnson","the.postal.service","red.hot.chili.peppers","the.fray"
"484","7750","alexisonfire","funeral.for.a.friend","flyleaf","bullet.for.my.valentine","bring.me.the.horizon","lacuna.coil","the.used","sonata.arctica","him","lostprophets"
"485","7763","lily.allen","amy.macdonald","james.morrison","deichkind","oasis","alicia.keys","beyonce","jack.johnson","the.fray","peter.fox"
"486","7770","oasis","norah.jones","clueso","alanis.morissette","gentleman","jason.mraz","the.doors","johnny.cash","ac.dc","r.e.m."
"487","7772","jack.johnson","the.killers","gentleman","the.offspring","foo.fighters","beatsteaks","kaiser.chiefs","bob.marley","audioslave","the.wombats"
"488","7861","seeed","blink.182","green.day","die.toten.hosen","linkin.park","rihanna","papa.roach","hoobastank","foo.fighters","good.charlotte"
"489","7868","deichkind","jay.z","justice","timbaland","the.chemical.brothers","digitalism","tom.waits","bob.marley...the.wailers","gorillaz","the.prodigy"
"490","7888","digitalism","the.chemical.brothers","deichkind","audioslave","all.that.remains","mgmt","gorillaz","aerosmith","the.prodigy","the.smashing.pumpkins"
"491","7891","ensiferum","dimmu.borgir","eluveitie","oomph.","arch.enemy","apocalyptica","limp.bizkit","die.toten.hosen","serj.tankian","lacuna.coil"
"492","7892","killswitch.engage","slipknot","enter.shikari","disturbed","arch.enemy","opeth","alexisonfire","underoath","volbeat","tenacious.d"
"493","7908","the.chemical.brothers","gentleman","damien.rice","mgmt","beastie.boys","cypress.hill","bob.marley...the.wailers","crystal.castles","clueso","regina.spektor"
"494","7914","the.used","afi","jimmy.eat.world","bring.me.the.horizon","billy.talent","simple.plan","sum.41","anti.flag","all.that.remains","panic.at.the.disco"
"495","7931","oasis","kings.of.leon","kaiser.chiefs","arctic.monkeys","snow.patrol","razorlight","adam.green","travis","the.fratellis","jack.johnson"
"496","7934","rihanna","pink","black.eyed.peas","cascada","timbaland","madonna","avril.lavigne","kanye.west","duffy","alicia.keys"
"497","7943","amy.winehouse","timbaland","black.eyed.peas","the.prodigy","maria.mena","kaiser.chiefs","eminem","razorlight","arctic.monkeys","franz.ferdinand"
"498","7973","joy.division","dropkick.murphys","depeche.mode","the.smiths","david.bowie","anti.flag","u2","nine.inch.nails","nofx","a.perfect.circle"
"499","8006","the.libertines","massive.attack","sonata.arctica","aphex.twin","lacuna.coil","bjork","blur","goldfrapp","morcheeba","the.streets"
"500","8030","elvis.presley","jimi.hendrix","bob.dylan","frank.sinatra","pink.floyd","alanis.morissette","johnny.cash","led.zeppelin","massive.attack","cypress.hill"
"501","8040","underoath","the.used","afi","sonic.syndicate","as.i.lay.dying","trivium","caliban","parkway.drive","fall.out.boy","bring.me.the.horizon"
"502","8061","volbeat","judas.priest","slayer","farin.urlaub","green.day","red.hot.chili.peppers","the.offspring","nine.inch.nails","genesis","peter.fox"
"503","8062","the.cure","the.shins","belle.and.sebastian","the.clash","beck","interpol","sufjan.stevens","the.decemberists","david.bowie","beirut"
"504","8087","foo.fighters","die.toten.hosen","pearl.jam","rage.against.the.machine","guns.n.roses","the.clash","farin.urlaub","jimi.hendrix","limp.bizkit","the.beatles"
"505","8094","groove.coverage","david.guetta","lady.gaga","scooter","michael.jackson","alicia.keys","mika","christina.aguilera","the.pussycat.dolls","katy.perry"
"506","8108","manu.chao","farin.urlaub","apocalyptica","rammstein","guns.n.roses","thievery.corporation","limp.bizkit","ac.dc","incubus","schandmaul"
"507","8109","incubus","mando.diao","kaiser.chiefs","the.fratellis","the.subways","death.cab.for.cutie","the.hives","coldplay","jay.z","beatsteaks"
